age,annual_income,employment_length,total_debt,credit_history_length,num_credit_accounts,num_late_payments,credit_utilization,education_High School,education_Master,education_PhD,home_ownership_Own,home_ownership_Rent,debt_to_income_ratio,creditworthy
-1.0706537160077245,0.9191287324051127,1.155214531861343,-0.1481964037999786,-0.19496832148989465,0.4033074285161841,0.07350785915446875,0.41651539295392564,False,False,False,False,True,-0.3047278954895758,0
1.28003271449618,0.43096675888390584,-0.02357580677268061,-0.37421642506484165,0.75609666138764,-0.08333803575673797,0.837225876343755,0.33901902639385095,False,False,False,False,True,-0.44325216452035804,1
0.6755704895094616,0.3014305013353955,0.8831859921765682,-0.2156444766590431,-1.2649164272271212,-1.2999516964390432,-0.6902101580348174,-0.7825798959407161,False,False,False,False,True,-0.31350615659522013,0
1.5486825922680547,-1.0334055216401596,-0.38628052635238014,-0.32264723985487637,0.75609666138764,-0.56998350002966,0.837225876343755,-1.112248088553875,False,False,False,True,False,-0.29606641499328323,0
-0.8691663076788185,0.6684629848678969,-0.02357580677268061,-0.3212830096097183,-0.07608519863020284,-0.08333803575673797,0.07350785915446875,-0.620578619200006,False,False,False,False,False,-0.4090750423266556,1
0.13827073396571204,0.3730925269015377,1.3365668916511926,6.708252983685136,-1.7404489186658885,-0.32666076789319903,0.07350785915446875,-0.9301019703944688,False,False,False,False,False,5.102865230451846,0
-0.8691663076788185,-0.7951106984995895,0.9738621720714931,-0.16593484221473995,-0.6705008129286619,1.1332756249255673,-0.6902101580348174,-0.13867699629779184,False,False,False,False,True,-0.08651543013815576,0
-0.3990290215780376,-0.23628970842363284,-0.6583090660371548,-0.3898484837169671,1.4693953985457908,0.4033074285161841,-1.4539281752241038,1.389919956799873,False,False,False,False,False,-0.44861471033503625,1
-0.6005164299069436,-0.43702351065951417,-1.383718505196554,0.06382639284038512,1.7071616442651747,1.3765983570620284,-1.4539281752241038,-0.1594241893997489,True,False,False,False,True,0.09837958401706554,1
-1.0034912465647559,-1.1805257517331882,1.155214531861343,-0.10766515384434698,-1.0271501815077375,0.15998469637972307,0.07350785915446875,-1.2848758809471503,False,True,False,True,False,0.23994676965197026,0
1.3471951839391487,0.32424505196513226,-1.6557470448813285,-0.38260365589316264,0.6372135385279482,1.6199210891984894,0.07350785915446875,-1.7243975095847548,True,False,False,False,True,-0.4486074593636196,1
-1.1378161854506934,-0.7322000648901558,1.2458907117562676,-0.2919504953552109,1.4693953985457908,-0.32666076789319903,-0.6902101580348174,0.12479756861517242,False,False,True,False,False,-0.293569366588134,0
-0.9363287771217872,-0.28204466686896634,-0.5676328861422298,-0.3148497547934227,0.2805641699488726,-0.32666076789319903,0.07350785915446875,1.3277347433307967,False,False,False,False,False,-0.3663530964483907,0
0.8098954283953991,-0.4460216162607392,-0.02357580677268061,-0.2773535994860975,-1.5026826729465048,0.4033074285161841,0.07350785915446875,-1.551563601002912,False,True,False,True,False,-0.3096849543297531,0
-0.46619149102100627,0.6670730574208845,-1.1116899655117791,-0.3022886988860957,-1.1460333043674293,-0.8133062321661211,0.07350785915446875,0.6625747185574666,True,False,False,False,False,-0.3958324099021369,1
-0.19754161324913147,-0.21195083388400485,-0.38628052635238014,-0.2156444766590431,-0.6705008129286619,-1.2999516964390432,0.07350785915446875,-0.35593151375183163,False,False,False,False,True,-0.2669541086166077,0
1.0785453061672738,0.13674570688420512,0.9738621720714931,-0.2684989034297329,1.5882785214054826,0.15998469637972307,0.837225876343755,0.0955036530015683,False,True,False,True,False,-0.34709728986616756,1
-1.2721411243366307,-0.6434988174074545,-1.383718505196554,-0.29260737216995786,0.39944729280856445,0.4033074285161841,0.07350785915446875,0.6239238462596559,False,False,False,True,False,-0.30649639215600666,0
1.1457077756102425,-0.014019995688106407,0.24845273291209402,-0.2772208993359002,1.5882785214054826,-1.2999516964390432,1.6009438935330411,0.12934793189474778,False,False,True,False,False,-0.34560070893208744,1
0.07110826452274334,-0.7706812609310593,0.9738621720714931,-0.35869872445984724,1.5882785214054826,0.15998469637972307,-0.6902101580348174,-1.4920358178135456,True,False,False,True,False,-0.3902282180195617,1
-0.9363287771217872,0.9995105336585477,1.4272430715461175,-0.2219293551998307,-1.0271501815077375,-0.8133062321661211,-0.6902101580348174,0.05142427098979018,False,False,False,False,False,-0.35479441444185433,1
